"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","sea_slug_resp","swimming_trunks_resp","megalith_resp","brown_bear_resp","nails_resp","chickpea_resp","goblet_resp","monitor_resp","spider_monkey_resp","gazania_resp","marimba_resp","football_helmet_resp","madagascar_cat_resp","shrimp_resp","mite_resp","nightsnake_resp","basenji_resp","vacuum_resp","cherry_resp","ruffed_grouse_resp","metronome_resp","envelope_resp","logwood_resp","fragrant_orchid_resp","howler_monkey_resp","sea_slug_conf","swimming_trunks_conf","megalith_conf","brown_bear_conf","nails_conf","chickpea_conf","goblet_conf","monitor_conf","spider_monkey_conf","gazania_conf","marimba_conf","football_helmet_conf","madagascar_cat_conf","shrimp_conf","mite_conf","nightsnake_conf","basenji_conf","vacuum_conf","cherry_conf","ruffed_grouse_conf","metronome_conf","envelope_conf","logwood_conf","fragrant_orchid_conf","sea_slug_time","swimming_trunks_time","megalith_time","brown_bear_time","nails_time","chickpea_time","goblet_time","monitor_time","spider_monkey_time","gazania_time","marimba_time","football_helmet_time","madagascar_cat_time","shrimp_time","mite_time","nightsnake_time","basenji_time","vacuum_time","cherry_time","ruffed_grouse_time","metronome_time","envelope_time","logwood_time","fragrant_orchid_time","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","sea_slug","swimming_trunks","megalith","brown_bear","nail","chickpea","goblet","monitor","spider_monkey","gazania","marimba","football_helmet","madagascar_cat","shrimp","mite","night_snake","basenji","vacuum","cherry","ruffed_grouse","metronome","envelope","logwood","fragrant_orchid","howler_monkey","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","sea_slug_exact_match","swimming_trunks_exact_match","megalith_exact_match","brown_bear_exact_match","nail_exact_match","chickpea_exact_match","goblet_exact_match","monitor_exact_match","spider_monkey_exact_match","gazania_exact_match","marimba_exact_match","football_helmet_exact_match","madagascar_cat_exact_match","shrimp_exact_match","mite_exact_match","night_snake_exact_match","basenji_exact_match","vacuum_exact_match","cherry_exact_match","ruffed_grouse_exact_match","metronome_exact_match","envelope_exact_match","logwood_exact_match","fragrant_orchid_exact_match","sea_slug_synonym","swimming_trunks_synonym","megalith_synonym","brown_bear_synonym","nail_synonym","chickpea_synonym","goblet_synonym","monitor_synonym","spider_monkey_synonym","gazania_synonym","marimba_synonym","football_helmet_synonym","madagascar_cat_synonym","shrimp_synonym","mite_synonym","night_snake_synonym","basenji_synonym","vacuum_synonym","cherry_synonym","ruffed_grouse_synonym","metronome_synonym","envelope_synonym","logwood_synonym","fragrant_orchid_synonym","sea_slug_present","swimming_trunks_present","megalith_present","brown_bear_present","nail_present","chickpea_present","goblet_present","monitor_present","spider_monkey_present","gazania_present","marimba_present","football_helmet_present","madagascar_cat_present","shrimp_present","mite_present","night_snake_present","basenji_present","vacuum_present","cherry_present","ruffed_grouse_present","metronome_present","envelope_present","logwood_present","fragrant_orchid_present","sea_slug_category","swimming_trunks_category","megalith_category","brown_bear_category","nail_category","chickpea_category","goblet_category","monitor_category","spider_monkey_category","gazania_category","marimba_category","football_helmet_category","madagascar_cat_category","shrimp_category","mite_category","night_snake_category","basenji_category","vacuum_category","cherry_category","ruffed_grouse_category","metronome_category","envelope_category","logwood_category","fragrant_orchid_category","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","exact_match_answers_as_percent","synonym_answers_as_percent","present_answers_as_percent","category_answers_as_percent"
"207",NA,"Somewhat difficult",NA,"Thanks for letting me participate! I tried guessing my best at some of them.",2020-05-12 13:37:27,"487","True","R_2SpC1vg1vSL3VRN","5c21b9b489f0350001737223","883562",1995,"Male","High School","Control","Yes","Yes","Howler Monkey","Be Specific","sea slug","tanned man with floral shorts","field","2 grizzly bears","nails","quinoa salad","chalice","computer","spider monkey","sunflower","xylophone","football helmet","lemur","shrimp pasta","mosquito","rattlesnake","jack russel terrier","hairdryer","dalmation with cherries","partridge","metronome","snowflakes","tents","orchids","howler monkey",0.6,1,0.8,1,1,0.8,1,1,0.4,1,0.8,1,1,0.8,0.6,1,0.6,0.8,1,0.8,1,1,1,0.8,10.557,11.297,61.569,14.109,5.307,26.835,5.965,3.962,43.461,4.054,8.82,7.753,3.949,14.271,27.653,6.621,21.654,20.757,10.594,40.492,6.051,24.389,5.632,6.194,25,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,"correct","category","present","synonym","correct","wrong","synonym","synonym","correct","synonym","category","correct","synonym","correct","wrong","wrong","wrong","wrong","correct","wrong","correct","category","present","category","correct",1,1,1,3,1,0.866666666666667,16.3310833333333,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,7,12,14,18,0.291666666666667,0.5,0.583333333333333,0.75
"208","Somewhat untrustworthy","I don't know",15,NA,2020-05-12 13:31:28,"849","True","R_1IubG7Yfs3G8mYd","599186630675b100014daddd","297686",1976,"Male","Doctorate","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nails","chickpea","goblet","pc","monkey","gazania","ball of string","crash helmet","femur monkey","shrimp","mite","snake","basenji","ax","dalmation","partidge","metronome","handkerchief","tent","coelogyne","howler monkey",0,1,0.8,1,1,1,1,1,1,0,1,1,1,0.8,0.8,1,1,0.4,1,1,1,0.8,1,0,22.464,18.146,12.997,10.557,17.486,18.154,32.37,18.711,20.273,19.752,27.341,16.52,23.825,15.484,15.985,14.491,11.4,21.485,15.088,11.712,37.394,27.605,26.397,29.668,44,1,1,2,3,0.6,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","correct","correct","synonym","category","correct","wrong","wrong","wrong","correct","correct","category","correct","wrong","present","wrong","correct","wrong","present","synonym","correct",1,1,1,3,1,0.816666666666667,20.2210416666667,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,12,14,16,18,0.5,0.583333333333333,0.666666666666667,0.75
"209","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:33:02,"758","True","R_3jTkBInCVTXI3oz","5e0fac24500f066c547f6376","990138",1978,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nails","chickpea","goblet","desktop computer monitor","spider monkey","gazania","xylophone and mallets","football helmet","lemur","shrimp","mite","night snake","basenji","razor","dalmatian","quail","metronome","envelope","tents at campground","phaius","howler monkey",0.6,0.6,1,0.8,1,1,1,1,0.8,0.4,1,1,1,1,0.8,0.8,0.8,0.2,1,0.6,1,1,1,0.4,18.784,13.968,18.553,7.613,5.27,9.238,6.307,10.739,50.644,47.675,87.729,13.726,48.135,8.025,33.56,38.354,31.028,17.975,11.486,45.905,21.672,11.259,9.74,58.734,42,1,0,4,4,0.4,0,0,0,1,0,0,1,0,1,0,1,"correct","correct","correct","correct","correct","correct","correct","correct","correct","correct","category","correct","synonym","correct","correct","correct","correct","wrong","present","wrong","correct","correct",NA,"wrong","correct",1,1,1,3,1,0.825,26.0882916666667,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,NA,0,17,18,19,20,0.708333333333333,0.75,0.791666666666667,0.833333333333333
"210","I don't know","Somewhat easy",5,NA,2020-05-12 13:34:28,"673","True","R_3jV6onRE7dZDTTj","5e3ae0913c750f016e653573","299879",1981,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","miscellanious","swimming trunks","stones","brown bear","nail","chickpea","goblet","computer","monkey","gazania","cotton bud","helmet","raccoon","shrimp","mite","snake","basenji","charger port","dalmatian","other bird","unknown","unknown","tent","coelogyne","howler monkey",0.4,0.8,0.2,0.8,1,0.8,0.6,0.6,0.4,0.4,0,0.8,0.2,0.8,0.4,0.6,0.6,0.2,0.8,0.4,0.2,0.2,0.8,0.2,16.163,20.406,17.775,47.775,11.295,12.126,22.49,15.857,18.201,15.799,27.733,14.989,15.112,12.127,19.012,14.556,15.882,29.136,25.351,17.147,16.574,23.381,10.68,43.274,39,0,0,3,2,0.2,1,0,0,0,0,0,1,1,0,1,0,"wrong","correct","category","correct","correct","correct","correct","synonym","category","correct","wrong","category","wrong","correct","correct","category","correct","wrong","present","category","wrong","wrong","present","synonym","correct",1,1,1,3,1,0.508333333333333,20.118375,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,9,11,13,18,0.375,0.458333333333333,0.541666666666667,0.75
"211","Somewhat untrustworthy","Somewhat difficult",5,NA,2020-05-12 13:34:37,"668","True","R_1CxxrF0q7AHkTiT","5ea95e2ede1f1002f8300b69","416586",1993,"Male","Doctorate","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","men’s shorts","ancient stone wall","brown bear","nail","chickpea salad","goblet","monitor","howler monkey","sunflower","xylophone sticks","dallas cowboys signed football helmet","ring tail lemur","fried shrimp","tick","hognose snake","basenji","miniature keyboard vacuum","dalmatian and cherries","partridge","metronome","envelope","campground","coelogyne","howler monkey",0.6,1,0.4,1,1,0.6,1,1,0.2,0.6,0.4,1,1,1,0.8,0.2,0,0.6,1,0.2,1,1,0.8,0,16.201,14.97,72.801,13.041,18.483,9.844,7.609,9.356,18.375,11.234,42.12,18.277,27.517,15.213,19.932,21.037,8.343,43.471,11.542,25.774,12.75,27.866,49.469,13.983,27,1,1,2,4,0.2,0,0,1,0,0,0,1,0,1,1,0,"correct",NA,"category","correct","correct","correct","correct","correct","wrong","synonym","category","correct","synonym","correct","category","wrong","correct","correct","correct","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.683333333333333,22.0503333333333,1,NA,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,NA,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,13,16,17,20,0.541666666666667,0.666666666666667,0.708333333333333,0.833333333333333
"212","Very untrustworthy","Somewhat difficult",10,NA,2020-05-12 13:35:17,"628","True","R_0BWdCPfPDzUdSQ9","5c6351df1185c40001a36277","654883",1984,"Female","2 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","coral","swimming trunks","megalith","brown bear","nails","chickpea salad","blue glass goblet","computer monitor","howler monkey","gazania","ball of twine pin","baseball helmet","squirrel monkey","battered prawns","mite","hognose snake","basenji dog","portable mini vacuum cleaner","dalmatian dog","partridge","timer","handmade christmas card","camping tents","coelogyne","howler monkey",0.4,0.8,0.2,0.8,0.4,0.6,0.6,0.8,0.8,0.2,0.2,0.6,0.4,0.6,0.4,0.2,0.2,0,0.8,0.6,0,0.6,0.8,0,16.072,16.52,16.298,8.738,17.129,18.172,24.958,12.685,14.271,30.734,41.124,27.44,12.969,15.597,8.581,25.964,12.347,38.335,11.516,11.281,19.219,17.523,13.57,21.799,36,0,0,1,4,0.4,1,0,0,0,0,0,1,1,0,1,0,"synonym","correct","correct","correct","correct","correct","correct","correct","wrong","correct","wrong","wrong","category","category","correct","wrong","correct","correct","present","wrong","wrong","category","present","synonym","correct",1,1,1,3,1,0.458333333333333,18.8684166666667,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,11,13,15,18,0.458333333333333,0.541666666666667,0.625,0.75
"213","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:37:06,"520","True","R_yxZ8LYZt5Q4WhDb","5af5e288e19f8c00019e3d09","86961",1991,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","shorts","megalith","brown bear","nail","chickpea","vase","desktop computer","spider monkey","sunflower","glockenspiel","crash helmet","ringtailed lemur","shrimp","mite","hognose snake","basenji","flash memory","dalmatian","partridge","metronome","envelope","tent","dendrobium","howler monkey",0.2,0.8,0.8,1,0.8,0.2,0.4,1,0,0.4,1,0.8,0.6,0.6,0.8,0.2,0,0.2,0.8,0.6,1,0.6,0.8,0.2,17.067,15.929,22.581,14.824,9.121,9.948,13.413,12.177,20.92,12.814,17.108,15.358,30.488,9.632,9.281,26.068,14.372,23.34,17.905,12.491,19.235,19.101,15.081,24.404,29,1,0,2,4,0.52,0,0,1,0,0,0,1,0,1,1,0,"correct","category","correct","correct","correct","correct","category","synonym","correct","synonym","category","wrong","synonym","correct","correct","wrong","correct","wrong","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.575,16.7774166666667,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,11,15,17,20,0.458333333333333,0.625,0.708333333333333,0.833333333333333
"214","Somewhat untrustworthy","Somewhat easy",9,NA,2020-05-12 13:34:22,"690","True","R_21c9YXsnHfglyiY","5ea2f5c581a44e23f9d05b06","887722",1964,"Male","Doctorate","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","hawaiian shorts","megalith","brown bear","nail","chickpea","goblet","crt monitor","howler monkey","sunflower","knitting needles","football helmet","squirrel monkey","shrimp","red spider mite","snake","dog - unknown breed","keyboard brush","dalmatian","partridge","metronome","wrapping paper","tent","coelogyne","howler monkey",0.2,0.6,0.8,0.8,1,0.8,0.4,1,0.4,0.2,0.4,1,0.4,0.4,0.4,1,1,0.4,1,0.2,0.8,0.2,1,0.2,14.411,19.261,12.035,13.97,8.477,16.084,21.132,22.732,25.035,16.038,25.75,13.552,17.405,14.406,29.093,14.654,38.531,30.458,14.076,12.076,12.981,29.759,21.92,22.507,56,1,1,2,2,0.36,1,0,0,0,0,0,1,1,0,1,0,"correct","synonym","correct","correct","correct","correct","correct","correct","wrong","synonym","wrong","correct","category","correct","correct","category",NA,"wrong","present","wrong","correct","wrong","present","synonym","correct",1,1,1,3,1,0.608333333333333,19.4309583333333,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,NA,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,NA,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,NA,0,1,0,1,0,1,1,11,14,16,18,0.458333333333333,0.583333333333333,0.666666666666667,0.75
"215","Somewhat trustworthy","Somewhat easy",16,NA,2020-05-12 13:34:40,"677","True","R_2vlkENALe6c2mnf","5ddaf4f37aa0d6a6c2c53af6","249003",1993,"Female","Some college","5AI_ABC","Yes","Yes","Spider Monkey","Be Specific","coral","short pants","megalith","brown bear","nail","cauliflower","goblet","desktop computer","spider monkey","sunflower","thimble","crash helmet","howler monkey","shrimp","mite","hognose snake","basenji","flash memory","dalmation","ruffed grouse","none","envelope","tent","coelogyne","spider monkey",0.4,0.8,0.6,0.8,1,0.6,1,1,0.8,1,0,1,0.6,1,0.2,0.6,0.2,0.6,1,0.4,1,0.6,1,0,9.518,48.019,21.036,64.181,11.019,12.934,57.309,16.063,12.309,12.522,35.851,6.819,36.9,10.966,16.944,26.714,10.103,13.837,8.133,13.145,13.299,25.979,7.3,13.827,27,0,0,4,2,0.64,0,0,0,0,1,0,1,0,1,0,1,"synonym","category","correct","correct","correct","wrong","correct","synonym","correct","synonym","category","wrong","wrong","correct","correct","wrong","correct","wrong","present","correct","wrong","correct","present","synonym","wrong",0,1,0,1,0,0.675,21.0302916666667,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,10,14,16,18,0.416666666666667,0.583333333333333,0.666666666666667,0.75
"216","Somewhat trustworthy","Extremely difficult",6,"Some of the animals were hard to identify as I don't have enough knowledge.",2020-05-12 13:32:49,"794","True","R_1LdsLpkW2ThWeaa","5bead56b5324b10001c2551c","397032",1995,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","flowery shorts","stone","brown bear","nail","cauliflower","goblet","crt monitor","howler monkey","sunflower","thimble","dallas cowboys signed helmet","squirrel monkey","shrimp","mite","snake","basenji","usb vacuum","dalmatian and cherries",NA,"metronome and heart","envelope","tent","plant","howler monkey",0,0.8,1,1,1,0.8,0.8,1,0.6,0.8,0.6,1,0.4,1,0.2,1,0.6,1,1,0,1,0.2,1,1,9.209,13.269,12.739,6.101,12.666,22.234,9.69,5.794,46.178,7.9,15.742,36.779,27.245,32.101,6.329,22.151,27.569,38.625,24.075,6.193,30.544,126.934,7.319,13.364,25,1,1,4,5,0.24,0,0,1,0,0,0,1,0,1,1,0,"correct","category","category","correct","correct","wrong","correct","correct","wrong","synonym","category","correct","category","correct","correct","category","correct","correct","correct",NA,"correct","correct","present","wrong","correct",1,1,1,3,1,0.741666666666667,23.3645833333333,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,NA,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,NA,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,NA,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,0,13,14,15,20,0.541666666666667,0.583333333333333,0.625,0.833333333333333
"217","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:32:09,"836","True","R_3HFFrycleCKOUOz","5e9fc59d388f5c16e8bb40f6","877717",1999,"Female","High School","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific","coral","bermuda shorts","megalith","brown bear","nail","cauliflower","goblet","desktop computer","spider monkey","sunflower","marimba mallets","football helmet","lemur","shrimp","mite","hognose snake","basenji","usb-powered electronics cleaner","dalmatian","pheasant","metronome","envelope","tent","coelogyne","howler monkey",0.2,0.8,0.4,0.8,1,0.6,0.8,1,0.4,1,0.8,0.6,0.8,1,0.4,0.2,0.4,0.4,1,0.2,1,0.6,1,0,47.867,16.168,35.709,9.541,8.542,22.725,9.45,12.564,24.706,7.316,57.58,19.564,15.254,10.743,19.511,20.973,26.216,125.374,6.286,48.445,11.407,12.9,13.518,93.449,21,0,0,4,4,0.4,0,0,0,0,1,0,1,0,1,0,1,"synonym","category","correct","correct","correct","wrong","correct","synonym","correct","synonym","correct","correct","synonym","correct","correct","wrong","correct","correct","present","wrong","correct","correct","present","synonym","correct",1,1,1,3,1,0.641666666666667,28.1586666666667,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,13,18,20,21,0.541666666666667,0.75,0.833333333333333,0.875
"218","Somewhat untrustworthy","Somewhat easy",5,"i do no have any concerns.",2020-05-12 13:33:03,"792","True","R_1dugu4fScql2JWN","5be9fa3d1781990001f88382","969263",1991,"Male","2 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug at the bottom of the sea","a white man wearing swimming trunks in front of a white background","a man walking into a field with big stones","a pair of bears lying in a river","4 nails on a white background","chickpeas in a bowl","blue glass against a wall","an old computer monitor","monkey sitting on a tree in the jungle","a sunflower","sewing kit on a bench","an american football helmet","a squirrel monkey in a tree","cooked shrimp on a plate","bug on a grey floor","a snake on a road","a dog in a room","a hairdryer","dalmatian behind a bowl of cherries","a duck in a field","heart with a musical instrument in front","a letter with paper snowflakes on it","a campsite with a flag in the middle and a house in the background","flowers","a howler monkey in a tree",0.6,1,1,0.8,1,0.8,0.6,1,0.8,1,0.8,0.8,1,1,0.6,0.4,1,0.2,1,0.8,0.6,0.8,1,0.8,29.187,21.551,15.471,18.51,16.955,10.596,28.421,60.465,15.7,127.076,35.282,15.182,16.81,13.481,16.382,13.01,15.924,21.969,29.217,10.779,54.766,23.636,23.253,8.981,29,0,1,2,2,0.2,0,1,0,0,0,0,1,1,0,0,1,"correct","correct","category","correct","correct","correct","category","correct","category","synonym","wrong","correct","category","correct","category","category","category","wrong","correct","wrong",NA,"category","present","category","correct",1,1,1,3,1,0.808333333333333,26.7751666666667,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,NA,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,NA,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,NA,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,NA,1,1,1,9,10,11,20,0.375,0.416666666666667,0.458333333333333,0.833333333333333
"219","Somewhat trustworthy","Somewhat difficult",18,NA,2020-05-12 13:38:10,"499","True","R_1NaIs8DGeYMxrIm","5e5f00593676ec24ba65d031","214913",1998,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","swimming trunks","megalith","brown bear","nails","mixed vegetables","goblet","computer","howler monkey","gazania","thimble","football helmet","squirrel monkey","shrimp","termite","hognose snake","basenji","ax","dalmatian","partridge","heart","paper decorations","tent","coelogyne","howler monkey",0.8,0.8,0.4,1,1,0.6,0.8,1,0.4,0.4,0.4,1,0.4,0.8,0.4,0.6,0.2,0,1,0.8,0.2,0.4,1,0.2,4.032,6.48,4.843,4.677,5.396,7.925,4.553,3.941,4.493,4.761,6.213,9.041,8.914,8.757,4.81,201.789,9.461,13.481,12.088,7.691,19.831,14.322,5.395,7.489,22,1,1,4,4,0.72,1,0,0,0,0,0,1,1,0,1,0,"correct","correct","correct","correct","correct","wrong","correct","synonym","wrong","correct","category","correct","category","correct","wrong","wrong","correct","wrong","present","wrong","present","category","present","synonym","correct",1,1,1,3,1,0.608333333333333,15.8492916666667,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,10,12,15,18,0.416666666666667,0.5,0.625,0.75
"220","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:34:37,"712","True","R_2to0ZYWWQwK0WTW","5d0e459e86e343000141468d","131645",1953,"Female","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific","sea slug","shorts","standing stones","brown bears","nail","chickpea","goblet","computer monitor","spider monkey","sunflower","xylophone hammers","football helmet","lemur","shrimp","redbug","rattlesnake","basenji","heat gun","dalmation","pheasant","metronome","flowers","tents","white flower","spider monkey",0,1,0.8,1,1,0.8,1,1,0.8,0.8,0.8,1,1,0.8,0.6,0.8,1,0.4,0.8,0.4,1,0.2,1,1,35.921,16.589,26.048,16.176,12.079,32.156,16.601,18.317,20.3,11.142,26.492,20.015,13.37,13.71,23.801,21.007,19.643,42.643,30.28,25.495,19.233,35.413,10.552,26.881,67,0,0,4,2,0.4,0,0,1,0,0,0,1,0,1,1,0,"correct","category","category","correct","correct","correct","correct","correct","correct","synonym","category","correct","synonym","correct","category","wrong","correct","wrong","present","wrong","correct","category","present","category","wrong",1,1,0,2,0,0.791666666666667,22.2443333333333,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,11,13,15,21,0.458333333333333,0.541666666666667,0.625,0.875
"221","I don't know","Somewhat difficult",10,NA,2020-05-12 13:39:06,"460","True","R_4PghBan3h1Mde49","5c6fd4307a844e0001b2eb29","759635",1991,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific","sea slug","summer shorts","megalith","brown bears","nails","chickpea","glass goblet","desktop monitor","howler monkey","gazania","brown yarn","sports helmet","lemur","shrimp","mite","hognose snake","basenji","usb device","dalmation","patridge","metronome","christmas crafts","tents","coelogyne","howler monkey",0.8,0.4,0.2,0.8,1,0.6,0.8,1,0.4,0.2,0.2,0.6,0.8,1,0.4,0,0.2,0.4,1,0.2,1,0.6,1,0,9.389,17.446,7.003,7.724,25.31,10.795,10.962,19.523,6.79,15.359,17.714,18.35,17.199,8.534,6.031,12.9,7.802,18.496,7.251,6.956,37.172,24.897,12.7,7.064,29,1,0,3,4,0.4,0,1,0,0,0,0,1,1,0,0,1,"correct","category","correct","correct","correct","correct","correct","correct","wrong","correct","wrong","category","synonym","correct","correct","wrong","correct","category","present","wrong","correct","category","present","synonym","correct",1,1,1,3,1,0.566666666666667,13.8902916666667,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,12,14,16,20,0.5,0.583333333333333,0.666666666666667,0.833333333333333
