"","AI_trustworthy_chr","task_difficulty_chr","AI_help_count","Feedback","StartDate","Duration (in seconds)","Finished","ResponseId","PROLIFIC_PID","mTurkCode","year_born","gender_chr","education_chr","Group","Consent1_chr","Consent2_chr","Attn_check1_chr","Attn_check2_chr","age","college","male_num","AI_trustworthy_in_num","Task_difficulty_in_num","AI_help_percent","One_AI_bar","One_AI_nobar","Five_AI_bar","Five_AI_nobar","Five_AI_ABC","Control","AI","One_AI","Five_AI","bar","nobar","attn_check1_num","attn_check2_num","attn_check3_num","attn_check_sum","attn_check","avg_conf","avg_time_spent_per_Q","exact_match_answers_sum","synonym_answers_sum","present_answers_sum","category_answers_sum","response","image","conf_resp","time_taken","image_accuracy","exact_match","synonym","present","category","values","ind"
"3612","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:37:49,"334","True","R_1rjMh80UB3N1vcV","5e7b90c448b5f41a96838b93","208586",2002,"Male","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",18,0,1,4,2,0.4,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.816666666666667,9.865375,9,11,13,17,"titi","madagascar_cat_resp",0.4,12.29,"category",0,0,0,0,1,"madagascar_cat_category"
"3613","Somewhat untrustworthy","Somewhat easy",13,NA,2020-05-12 13:35:55,"453","True","R_2RVVAZynjQcKDCx","5d73fb886f86080001e3176c","89965",1984,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",36,1,0,2,2,0.52,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.416666666666667,13.569,11,13,16,16,"lemur","madagascar_cat_resp",0.4,11.089,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3614","I don't know","Somewhat easy",8,NA,2020-05-12 13:34:31,"540","True","R_2dBkzEhCbhTlPAl","5eb9a62f827e660c3acfdd4a","395453",1993,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",27,1,1,3,2,0.32,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.691666666666667,15.9269166666667,13,16,18,18,"lemur","madagascar_cat_resp",1,11.794,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3615",NA,"Somewhat difficult",NA,NA,2020-05-12 13:29:19,"853","True","R_eWghaknRprixl2F","5eac671f0658ac0ea6c730d2","462157",1978,"Male","High School","Control","Yes","Yes","Howler Monkey","Be Specific",42,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.733333333333333,28.4195833333333,8,11,12,19,"ring tailed lemur","madagascar_cat_resp",1,31.875,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3616","Somewhat trustworthy","Somewhat easy",18,NA,2020-05-12 13:35:11,"508","True","R_2alzBCOB3t4ng1h","5d1570bf61a409001a1f656b","114090",1990,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",30,1,0,4,2,0.72,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.75,15.7717916666667,13,16,18,20,"indri","madagascar_cat_resp",0.6,48.385,"category",0,0,0,0,1,"madagascar_cat_category"
"3617","Somewhat untrustworthy","Somewhat easy",10,NA,2020-05-12 13:35:14,"505","True","R_1r8PUpxeeIB2zwq","5ca9d0224f3e9d00164426f3","45146",1968,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",52,1,0,2,2,0.4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.725,16.6684583333333,11,15,17,19,"howler monkey","madagascar_cat_resp",0.8,11.08,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3618","Somewhat untrustworthy","Somewhat easy",17,NA,2020-05-12 13:37:46,"358","True","R_SMFoIUwQTSJOLPr","5e8cbf909f34c7078199a1b2","781337",1997,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",23,1,0,2,2,0.68,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.891666666666667,8.76166666666667,10,13,15,18,"squirrel monkey","madagascar_cat_resp",0.8,5.819,"category",0,0,0,0,1,"madagascar_cat_category"
"3619","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:31:40,"728","True","R_BLelUQHvf640KB3","579e431a81f331000139d5d0","811049",1980,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",40,0,0,4,4,0.52,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.541666666666667,12.965,12,13,16,18,"squirrel monkey","madagascar_cat_resp",0.6,15.049,"category",0,0,0,0,1,"madagascar_cat_category"
"3620",NA,"Somewhat difficult",NA,NA,2020-05-12 13:32:08,"708","True","R_VWRHveztGHuJk4h","5b0c6579d282ff00015b8c7f","650550",1975,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",45,1,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0.5,24.9370833333333,7,8,9,20,"meekat","madagascar_cat_resp",0,93.286,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3621","Somewhat trustworthy","Somewhat difficult",6,NA,2020-05-12 13:36:08,"473","True","R_1PYMkQGEzToLWwU","5ea05b1a7b8db7018d838835","648031",1998,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,1,0,4,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.791666666666667,13.2789583333333,8,10,11,19,"money","madagascar_cat_resp",1,10.782,"category",0,0,0,0,1,"madagascar_cat_category"
"3622","Somewhat untrustworthy","Somewhat difficult",9,"N/A",2020-05-12 13:35:00,"544","True","R_DPgzwOZpKRjArLP","5eb45f0df625d52a7ebdf0ea","89523",2000,"Female","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,2,4,0.36,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.425,14.9880416666667,9,12,14,17,"ring-tailed lemur","madagascar_cat_resp",0.8,12.71,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3623","Somewhat trustworthy","Somewhat easy",NA,NA,2020-05-12 13:31:28,"756","True","R_3MuRoooakYqqrHt","5e9f206b86fd1f04f1185519","767812",1960,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Generic",60,0,0,4,2,NA,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0.8,23.7259583333333,12,14,16,18,"indri","madagascar_cat_resp",0.6,25.863,"category",0,0,0,0,1,"madagascar_cat_category"
"3624","Somewhat untrustworthy","Somewhat easy",10,NA,2020-05-12 13:34:45,"569","True","R_1CJulbQmUnY3jUj","5ba1387c2000c10001b71649","515320",1997,"Male","High School","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",23,0,1,2,2,0.4,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.75,17.3865,12,14,16,19,"lemur","madagascar_cat_resp",0.8,32.634,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3625","Somewhat trustworthy","Somewhat easy",13,NA,2020-05-12 13:32:12,"725","True","R_2SeHBCKGcyuV9jF","5eb9dfa645a0f110d70e8f0d","984292",1998,"Male","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","With All Possible Options",22,1,1,4,2,0.52,0,0,0,1,0,0,1,0,1,0,1,1,0,1,2,0,0.8,23.1184583333333,14,18,19,21,"lemur","madagascar_cat_resp",0.6,46.982,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3626",NA,"Somewhat difficult",NA,NA,2020-05-12 13:38:21,"363","True","R_1Hq6mY2zFy5T3KF","5e78c8f239dc9403b9dd936b","132534",2000,"Male","High School","Control","Yes","Yes","Howler Monkey","Be Specific",20,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.633333333333333,11.0003333333333,6,10,13,21,"ring tailed lemur","madagascar_cat_resp",1,8.448,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3627","Very untrustworthy","Somewhat difficult",6,"I felt certain questions were purposely wrong and had to intentionally enter the wrong answer which is why with those questions i gave 0% confidence. Method of elimination was used for certain questions, however still found it quite challenging.",2020-05-12 13:23:04,"1287","True","R_3feqhpuz6li70Ci","5ea1c233a4606509ac12f9a8","349382",1991,"Male","2 year degree","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",29,0,1,1,4,0.24,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.675,42.0330833333333,13,16,18,20,"indri","madagascar_cat_resp",0.4,106.678,"category",0,0,0,0,1,"madagascar_cat_category"
"3628","Somewhat trustworthy","Somewhat difficult",15,NA,2020-05-12 13:36:32,"483","True","R_2pY2r8FqtRVP3e2","5db97ec3d97995000f76e5fa","397728",1998,"Male","Some college","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,0,1,4,4,0.6,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.608333333333333,12.7595416666667,14,16,18,20,"lemur","madagascar_cat_resp",0,11.766,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3629","Somewhat untrustworthy","Somewhat easy",6,NA,2020-05-12 13:37:13,"443","True","R_1gATncm3IliF7or","5e9dbe285597de0f60581088","923376",2000,"Female","High School","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",20,0,0,2,2,0.24,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.608333333333333,13.5853333333333,10,13,15,20,"squirrel monkey","madagascar_cat_resp",0,17.573,"category",0,0,0,0,1,"madagascar_cat_category"
"3630","Somewhat trustworthy","Somewhat difficult",13,NA,2020-05-12 13:34:59,"577","True","R_T7w6ol40lZmHDOh","5eb7ef45a0be7602c9e5fa7e","957161",1983,"Female","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",37,1,0,4,4,0.52,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.741666666666667,17.8701666666667,10,13,15,18,"lemur","madagascar_cat_resp",0.6,12.525,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3631",NA,"Extremely difficult",NA,NA,2020-05-12 13:34:54,"584","True","R_Zk27sozrTaMBaCZ","5d9397bfdc04d10015b7f7ea","68524",1983,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Detailed",37,1,0,NA,5,NA,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,0,0.816666666666667,18.3112916666667,6,11,12,15,"lemur","madagascar_cat_resp",1,7.295,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3632","Somewhat trustworthy","Somewhat difficult",18,NA,2020-05-12 13:29:23,"917","True","R_30qttoILMJUJw59","5eaf5343e4812265ae537ab7","317889",1970,"Male","Some college","5AI_ABC","Yes","Yes","Tree","Be Detailed",50,0,1,4,4,0.72,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0.658333333333333,28.7340416666667,9,12,13,15,"meercat","madagascar_cat_resp",0.8,146.305,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3633","Somewhat trustworthy","Somewhat difficult",11,NA,2020-05-12 13:36:45,"483","True","R_1IXhbDXMx9xxHOG","5e149379d5e0b7000d999ae4","757591",1996,"Female","Less than high school","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",24,NA,0,4,4,0.44,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.666666666666667,14.9254583333333,10,12,14,22,"lemur","madagascar_cat_resp",0.6,33.523,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3634",NA,"Somewhat difficult",NA,"Thanks for survey",2020-05-12 13:35:14,"576","True","R_yPf8jr8NNl4NWrD","5e0617ec6887bc0173a43a2a","367967",1986,"Male","2 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",34,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.783333333333333,19.8332916666667,6,7,9,20,"a lemur on a branch","madagascar_cat_resp",1,13.137,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3635","Somewhat untrustworthy","Somewhat easy",7,NA,2020-05-12 13:36:17,"527","True","R_1QGgGEPykXnvLyi","5d53cd1dfdcbd800013623f4","961574",1984,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",36,1,0,2,2,0.28,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.783333333333333,16.5269583333333,7,9,12,17,"spider monkey","madagascar_cat_resp",0.6,19.031,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3636","Somewhat trustworthy","Somewhat easy",5,"I enjoyed the study",2020-05-12 13:34:04,"665","True","R_2YPUesL2qT2wmCx","59afca3d8d02850001a6beb7","287934",1966,"Female","Some college","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",54,0,0,4,2,0.2,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.866666666666667,19.09525,4,8,10,15,"squirrel monkey","madagascar_cat_resp",0.4,26.885,"category",0,0,0,0,1,"madagascar_cat_category"
"3637","Very trustworthy","Somewhat easy",24,NA,2020-05-12 13:37:42,"465","True","R_3EDUdDv5ssE8qud","5eab13695b11f20c367bac5a","643590",1998,"Female","High School","5AI_nobar","Yes","Yes","Spider Monkey","Be Detailed",22,0,0,5,2,0.96,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0.975,15.8934166666667,8,11,13,16,"spider monkey","madagascar_cat_resp",1,7.667,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3638","Somewhat untrustworthy","Somewhat difficult",10,NA,2020-05-12 13:36:03,"569","True","R_3D2tnDa6zoR1iQ1","54249d44fdf99b691fb384dc","134364",1984,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","With All Possible Options",36,1,1,2,4,0.4,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.608333333333333,18.162875,10,11,13,18,"squirrel monkey","madagascar_cat_resp",0,22.448,"category",0,0,0,0,1,"madagascar_cat_category"
"3639",NA,"Somewhat difficult",NA,"Thanks for letting me participate! I tried guessing my best at some of them.",2020-05-12 13:37:27,"487","True","R_2SpC1vg1vSL3VRN","5c21b9b489f0350001737223","883562",1995,"Male","High School","Control","Yes","Yes","Howler Monkey","Be Specific",25,0,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.866666666666667,16.3310833333333,7,12,14,18,"lemur","madagascar_cat_resp",1,3.949,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3640","Somewhat untrustworthy","I don't know",15,NA,2020-05-12 13:31:28,"849","True","R_1IubG7Yfs3G8mYd","599186630675b100014daddd","297686",1976,"Male","Doctorate","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",44,1,1,2,3,0.6,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.816666666666667,20.2210416666667,12,14,16,18,"femur monkey","madagascar_cat_resp",1,23.825,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3641","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:33:02,"758","True","R_3jTkBInCVTXI3oz","5e0fac24500f066c547f6376","990138",1978,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",42,1,0,4,4,0.4,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.825,26.0882916666667,17,18,19,20,"lemur","madagascar_cat_resp",1,48.135,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3642","I don't know","Somewhat easy",5,NA,2020-05-12 13:34:28,"673","True","R_3jV6onRE7dZDTTj","5e3ae0913c750f016e653573","299879",1981,"Female","Some college","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",39,0,0,3,2,0.2,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.508333333333333,20.118375,9,11,13,18,"raccoon","madagascar_cat_resp",0.2,15.112,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3643","Somewhat untrustworthy","Somewhat difficult",5,NA,2020-05-12 13:34:37,"668","True","R_1CxxrF0q7AHkTiT","5ea95e2ede1f1002f8300b69","416586",1993,"Male","Doctorate","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",27,1,1,2,4,0.2,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.683333333333333,22.0503333333333,13,16,17,20,"ring tail lemur","madagascar_cat_resp",1,27.517,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3644","Very untrustworthy","Somewhat difficult",10,NA,2020-05-12 13:35:17,"628","True","R_0BWdCPfPDzUdSQ9","5c6351df1185c40001a36277","654883",1984,"Female","2 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",36,0,0,1,4,0.4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.458333333333333,18.8684166666667,11,13,15,18,"squirrel monkey","madagascar_cat_resp",0.4,12.969,"category",0,0,0,0,1,"madagascar_cat_category"
"3645","Somewhat untrustworthy","Somewhat difficult",13,NA,2020-05-12 13:37:06,"520","True","R_yxZ8LYZt5Q4WhDb","5af5e288e19f8c00019e3d09","86961",1991,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",29,1,0,2,4,0.52,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.575,16.7774166666667,11,15,17,20,"ringtailed lemur","madagascar_cat_resp",0.6,30.488,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3646","Somewhat untrustworthy","Somewhat easy",9,NA,2020-05-12 13:34:22,"690","True","R_21c9YXsnHfglyiY","5ea2f5c581a44e23f9d05b06","887722",1964,"Male","Doctorate","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",56,1,1,2,2,0.36,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.608333333333333,19.4309583333333,11,14,16,18,"squirrel monkey","madagascar_cat_resp",0.4,17.405,"category",0,0,0,0,1,"madagascar_cat_category"
"3647","Somewhat trustworthy","Somewhat easy",16,NA,2020-05-12 13:34:40,"677","True","R_2vlkENALe6c2mnf","5ddaf4f37aa0d6a6c2c53af6","249003",1993,"Female","Some college","5AI_ABC","Yes","Yes","Spider Monkey","Be Specific",27,0,0,4,2,0.64,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0.675,21.0302916666667,10,14,16,18,"howler monkey","madagascar_cat_resp",0.6,36.9,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3648","Somewhat trustworthy","Extremely difficult",6,"Some of the animals were hard to identify as I don't have enough knowledge.",2020-05-12 13:32:49,"794","True","R_1LdsLpkW2ThWeaa","5bead56b5324b10001c2551c","397032",1995,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",25,1,1,4,5,0.24,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.741666666666667,23.3645833333333,13,14,15,20,"squirrel monkey","madagascar_cat_resp",0.4,27.245,"category",0,0,0,0,1,"madagascar_cat_category"
"3649","Somewhat trustworthy","Somewhat difficult",10,NA,2020-05-12 13:32:09,"836","True","R_3HFFrycleCKOUOz","5e9fc59d388f5c16e8bb40f6","877717",1999,"Female","High School","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",21,0,0,4,4,0.4,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.641666666666667,28.1586666666667,13,18,20,21,"lemur","madagascar_cat_resp",0.8,15.254,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3650","Somewhat untrustworthy","Somewhat easy",5,"i do no have any concerns.",2020-05-12 13:33:03,"792","True","R_1dugu4fScql2JWN","5be9fa3d1781990001f88382","969263",1991,"Male","2 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",29,0,1,2,2,0.2,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.808333333333333,26.7751666666667,9,10,11,20,"a squirrel monkey in a tree","madagascar_cat_resp",1,16.81,"category",0,0,0,0,1,"madagascar_cat_category"
"3651","Somewhat trustworthy","Somewhat difficult",18,NA,2020-05-12 13:38:10,"499","True","R_1NaIs8DGeYMxrIm","5e5f00593676ec24ba65d031","214913",1998,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",22,1,1,4,4,0.72,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.608333333333333,15.8492916666667,10,12,15,18,"squirrel monkey","madagascar_cat_resp",0.4,8.914,"category",0,0,0,0,1,"madagascar_cat_category"
"3652","Somewhat trustworthy","Somewhat easy",10,NA,2020-05-12 13:34:37,"712","True","R_2to0ZYWWQwK0WTW","5d0e459e86e343000141468d","131645",1953,"Female","Some college","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",67,0,0,4,2,0.4,0,0,1,0,0,0,1,0,1,1,0,1,1,0,2,0,0.791666666666667,22.2443333333333,11,13,15,21,"lemur","madagascar_cat_resp",1,13.37,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3653","I don't know","Somewhat difficult",10,NA,2020-05-12 13:39:06,"460","True","R_4PghBan3h1Mde49","5c6fd4307a844e0001b2eb29","759635",1991,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",29,1,0,3,4,0.4,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.566666666666667,13.8902916666667,12,14,16,20,"lemur","madagascar_cat_resp",0.8,17.199,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3654","Somewhat trustworthy","Somewhat easy",8,"that was great - hope my data is useful. Thank you!",2020-05-12 13:37:56,"534","True","R_AhNZhMtJr6H2GI1","5eb9b2f1dbd0090dea81a3f8","90355",1993,"Male","4 year degree","1AI_bar","Yes","Yes","Howler Monkey","Be Specific",27,1,1,4,2,0.32,1,0,0,0,0,0,1,1,0,1,0,1,1,1,3,1,0.85,16.01025,14,16,17,19,"squirrel monkey","madagascar_cat_resp",1,6.514,"category",0,0,0,0,1,"madagascar_cat_category"
"3655",NA,"Somewhat difficult",NA,NA,2020-05-12 13:38:00,"536","True","R_3Rr0NiNVh3mZ2Ee","5e77b7295bd592325e488cd6","721102",1990,"Male","Doctorate","Control","Yes","Yes","Howler Monkey","Be Specific",30,1,1,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.733333333333333,16.435375,6,9,11,19,"lemur","madagascar_cat_resp",0.8,16.546,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3656","Somewhat untrustworthy","Somewhat difficult",15,NA,2020-05-12 13:35:43,"675","True","R_3Rn1fWRsVuCbh8Z","5dd494c9b0438947e48b31b0","429499",1980,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Detailed",40,1,0,2,4,0.6,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0.816666666666667,23.4087916666667,7,7,8,16,"money, stripped tail that is long, in tree","madagascar_cat_resp",0.8,26.641,"category",0,0,0,0,1,"madagascar_cat_category"
"3657","Somewhat trustworthy","Extremely easy",18,NA,2020-05-12 13:29:27,"1052","True","R_86q1cLKmeREVCWR","5dcb8b7a35fd0c84b5d35ba5","983960",1995,"Male","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",25,1,1,4,1,0.72,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.833333333333333,37.1045833333333,13,14,16,18,"indri monkey","madagascar_cat_resp",0.6,73.411,"category",0,0,0,0,1,"madagascar_cat_category"
"3658",NA,"Somewhat difficult",NA,NA,2020-05-12 13:32:29,"885","True","R_PTBDP4ueEk0gLrH","5eb95695c82a3e023f425a16","470056",1975,"Female","High School","Control","Yes","Yes","Howler Monkey","Be Specific",45,0,0,NA,4,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.825,29.1386666666667,4,7,10,18,"racoon","madagascar_cat_resp",1,60.004,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3659","Somewhat untrustworthy","Somewhat difficult",21,NA,2020-05-12 13:36:40,"644","True","R_2xVIgKlLNPNVjBf","5c23615d70d93a0001202ea2","372949",1992,"Male","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Detailed",28,0,1,2,4,0.84,0,0,0,0,1,0,1,0,1,0,1,1,0,1,2,0,0.55,20.27425,9,12,14,18,"squirrel monkey","madagascar_cat_resp",0.2,22.356,"category",0,0,0,0,1,"madagascar_cat_category"
"3660","Somewhat untrustworthy","Somewhat difficult",9,NA,2020-05-12 13:37:46,"579","True","R_2dKOndfjAOUtrK5","5e654e2055e480000dcd002a","525565",1997,"Female","4 year degree","5AI_bar","Yes","Yes","Howler Monkey","Be Specific",23,1,0,2,4,0.36,0,0,1,0,0,0,1,0,1,1,0,1,1,1,3,1,0.625,19.3377916666667,11,15,17,18,"ringtail","madagascar_cat_resp",0.8,36.69,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3661","Somewhat trustworthy","Somewhat difficult",11,NA,2020-05-12 13:36:21,"666","True","R_28HsGGPfiYCVPQy","5eb719381aa1b463c0709bc6","501820",1998,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",22,1,0,4,4,0.44,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.616666666666667,21.6559166666667,12,15,17,19,"lemur","madagascar_cat_resp",1,42.296,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3662","I don't know","Somewhat difficult",19,NA,2020-05-12 13:38:05,"565","True","R_4129w1cDOtWNStr","5e1f52deaab404037a5a19de","356804",1976,"Female","Some college","5AI_ABC","Yes","Yes","Howler Monkey","Be Specific",44,0,0,3,4,0.76,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,1,0.466666666666667,16.414375,8,10,12,16,"squirrel monkey","madagascar_cat_resp",0.6,12.93,"category",0,0,0,0,1,"madagascar_cat_category"
"3663","Somewhat trustworthy","Extremely easy",5,NA,2020-05-12 13:31:27,"965","True","R_C2oWf3i28coJv9L","5e095617ac9e1624724a11c4","54147",1999,"Female","Some college","5AI_nobar","Yes","Yes","Spider Monkey","Be Specific",21,0,0,4,1,0.2,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.758333333333333,32.4664166666667,6,8,10,18,"howler monkey","madagascar_cat_resp",0.4,10.598,"wrong",0,0,0,0,0,"madagascar_cat_category"
"3664","Somewhat trustworthy","Extremely easy",24,"Nicely done folks. Stay safe out there!",2020-05-12 13:31:46,"963","True","R_D6rWZkI1G8INA2J","5c12f106c4b80e000192c472","401423",1961,"Female","4 year degree","5AI_nobar","Yes","Yes","Howler Monkey","Be Specific",59,1,0,4,1,0.96,0,0,0,1,0,0,1,0,1,0,1,1,1,1,3,1,0.933333333333333,33.0293333333333,13,16,18,20,"titi","madagascar_cat_resp",0.8,20.929,"category",0,0,0,0,1,"madagascar_cat_category"
"3665",NA,"Somewhat easy",NA,NA,2020-05-12 13:33:32,"868","True","R_3MyRM46JNx32l91","5d3821f0ddea5a0001757f93","488859",1964,"Female","4 year degree","Control","Yes","Yes","Howler Monkey","Be Specific",56,1,0,NA,2,NA,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,1,0.691666666666667,30.546625,7,10,13,19,"ring tailed lemur","madagascar_cat_resp",1,42.239,"synonym",0,0,1,1,1,"madagascar_cat_category"
"3666","Somewhat untrustworthy","Somewhat difficult",6,NA,2020-05-12 13:36:46,"687","True","R_s6bBLI1nNrxZHtT","5dc49e6732b0ad364e9e4c8c","900120",1984,"Female","4 year degree","1AI_nobar","Yes","Yes","Howler Monkey","Be Specific",36,1,0,2,4,0.24,0,1,0,0,0,0,1,1,0,0,1,1,1,1,3,1,0.7,22.0638333333333,10,12,13,18,"ring tail lemur","madagascar_cat_resp",1,13.681,"synonym",0,0,1,1,1,"madagascar_cat_category"
